Date,kWh
2019-08-09,491070.2100000006
2019-08-10,359725.02000000014
2019-08-11,352212.4400000002
2019-08-12,519820.70000000024
2019-08-13,523839.01000000024
2019-08-14,526752.5100000001
2019-08-15,522690.88000000047
2019-08-16,514968.9999999998
2019-08-17,377389.97000000003
2019-08-18,365993.6300000003
2019-08-19,541430.0699999998
2019-08-20,535571.1
2019-08-21,532622.6799999994
2019-08-22,528258.0699999997
2019-08-23,537994.0899999996
2019-08-24,382241.08999999973
2019-08-25,367869.9899999998
2019-08-26,539512.5479999996
2019-08-27,535997.026
2019-08-28,547210.4939999996
2019-08-29,542266.532
2019-08-30,547650.0899999997
2019-08-31,387093.72999999975
2019-09-01,375654.39999999997
2019-09-02,543152.85
2019-09-03,543470.7499999997
2019-09-04,545644.6900000002
2019-09-05,548372.5399999997
2019-09-06,535145.2200000001
2019-09-07,393861.88999999984
2019-09-08,378382.0899999998
2019-09-09,558700.2700000003
2019-09-10,552024.3500000002
2019-09-11,559156.3700000001
2019-09-12,557033.0799999996
2019-09-13,550557.3599999998
2019-09-14,395907.0000000001
2019-09-15,385201.16999999987
2019-09-16,550655.61
2019-09-17,562253.6399999997
2019-09-18,560603.8899999991
2019-09-19,570538.6099999994
2019-09-20,555372.6299999999
2019-09-21,404580.3300000001
2019-09-22,390429.2699999998
2019-09-23,572237.8800000002
2019-09-24,573482.6999999997
2019-09-25,583960.2899999993
2019-09-26,572552.8099999998
2019-09-27,557283.4
2019-09-28,401647.95999999985
2019-09-29,384863.32000000024
2019-09-30,566838.0100000002
2019-10-01,575693.69
2019-10-02,581330.9699999999
2019-10-03,596445.9800000003
2019-10-04,592576.2599999997
2019-10-05,436115.4499999997
2019-10-06,413321.25000000047
2019-10-07,587594.0599999998
2019-10-08,593820.0500000002
2019-10-09,593068.7599999998
2019-10-10,591424.0499999996
2019-10-11,567226.4299999999
2019-10-12,411188.7199999998
2019-10-13,397525.8799999998
2019-10-14,552657.6900000003
2019-10-15,549506.3400000007
2019-10-16,551915.0299999996
2019-10-17,549689.51
2019-10-18,533418.3299999998
2019-10-19,411044.5400000003
2019-10-20,401474.19
2019-10-21,587324.7800000001
2019-10-22,589296.0699999998
2019-10-23,579641.34
2019-10-24,582151.42
2019-10-25,573818.1899999998
2019-10-26,425818.1099999997
2019-10-27,439240.79000000004
2019-10-28,619721.2700000006
2019-10-29,627822.4699999996
2019-10-30,623343.5900000008
2019-10-31,608930.2700000001
2019-11-01,604072.5800000005
2019-11-02,431815.51000000036
2019-11-03,422278.07999999984
2019-11-04,623980.67
2019-11-05,634021.9599999995
2019-11-06,635970.3300000004
2019-11-07,645241.7600000005
2019-11-08,622219.5399999998
2019-11-09,439040.4299999996
2019-11-10,414646.55000000005
2019-11-11,626056.8
2019-11-12,623314.5399999997
2019-11-13,623101.4199999995
2019-11-14,611200.4000000003
2019-11-15,610519.0699999996
2019-11-16,462133.0899999999
2019-11-17,426395.3799999999
2019-11-18,605506.94
2019-11-19,614565.1600000005
2019-11-20,612763.2900000002
2019-11-21,619969.6299999999
2019-11-22,624740.7499999992
2019-11-23,467540.08999999997
2019-11-24,451560.1399999996
2019-11-25,645313.2999999996
2019-11-26,650392.6400000001
2019-11-27,649428.3050000003
2019-11-28,645753.4200000004
2019-11-29,620913.7999999999
2019-11-30,474602.44000000006
2019-12-01,455546.1500000003
2019-12-02,637895.4299999997
2019-12-03,642386.67
2019-12-04,630282.9399999996
2019-12-05,606581.6799999998
2019-12-06,466336.0799999993
2019-12-07,446322.3599999998
2019-12-08,439629.9800000001
2019-12-09,612574.4500000002
2019-12-10,645641.1700000003
2019-12-11,649515.8399999999
2019-12-12,646231.6
2019-12-13,626445.5299999997
2019-12-14,471316.86999999994
2019-12-15,453872.6400000004
2019-12-16,614507.8100000004
2019-12-17,618023.9500000002
2019-12-18,625182.9700000002
2019-12-19,623735.1100000005
2019-12-20,587334.6600000001
2019-12-21,450867.23
2019-12-22,432361.6499999999
2019-12-23,498762.1199999997
2019-12-24,450126.8999999996
2019-12-25,461024.31999999995
2019-12-26,469349.0100000002
2019-12-27,531613.6899999998
2019-12-28,462485.64000000013
2019-12-29,442889.22
2019-12-30,519266.0600000001
2019-12-31,520889.60000000015
2020-01-01,462607.10000000015
